Date,PM10 AQI Value,Main Pollutant,Site Name,Site ID,Source
5/25/2004,23,,Lancaster-Division Street,06-037-9033,AQS
5/26/2004,27,,Lancaster-Division Street,06-037-9033,AQS
5/27/2004,31,,Burbank,06-037-1002,AQS
5/28/2004,32,,Lancaster-Division Street,06-037-9033,AQS
5/29/2004,13,,Lancaster-Division Street,06-037-9033,AQS
5/30/2004,17,,Lancaster-Division Street,06-037-9033,AQS
5/31/2004,20,,Lancaster-Division Street,06-037-9033,AQS
6/1/2004,20,,Lancaster-Division Street,06-037-9033,AQS
6/2/2004,44,,Burbank,06-037-1002,AQS
6/3/2004,35,,Lancaster-Division Street,06-037-9033,AQS
6/4/2004,29,,Lancaster-Division Street,06-037-9033,AQS
6/5/2004,29,,Lancaster-Division Street,06-037-9033,AQS
6/6/2004,25,,Lancaster-Division Street,06-037-9033,AQS
6/7/2004,31,,Lancaster-Division Street,06-037-9033,AQS
6/8/2004,31,,Lancaster-Division Street,06-037-9033,AQS
6/9/2004,23,,Lancaster-Division Street,06-037-9033,AQS
6/10/2004,19,,Lancaster-Division Street,06-037-9033,AQS
6/11/2004,25,,Lancaster-Division Street,06-037-9033,AQS
6/12/2004,24,,Lancaster-Division Street,06-037-9033,AQS
6/13/2004,27,,Lancaster-Division Street,06-037-9033,AQS
6/14/2004,47,,Burbank,06-037-1002,AQS
6/15/2004,34,,Lancaster-Division Street,06-037-9033,AQS
6/16/2004,37,,Lancaster-Division Street,06-037-9033,AQS
6/17/2004,29,,Lancaster-Division Street,06-037-9033,AQS
6/18/2004,20,,Lancaster-Division Street,06-037-9033,AQS
6/19/2004,28,,Lancaster-Division Street,06-037-9033,AQS
6/20/2004,39,,Burbank,06-037-1002,AQS
6/21/2004,28,,Lancaster-Division Street,06-037-9033,AQS
6/22/2004,32,,Lancaster-Division Street,06-037-9033,AQS
6/23/2004,34,,Lancaster-Division Street,06-037-9033,AQS
6/24/2004,30,,Lancaster-Division Street,06-037-9033,AQS
6/25/2004,33,,Lancaster-Division Street,06-037-9033,AQS
6/26/2004,44,,Azusa,06-037-0002,AQS
6/27/2004,24,,Lancaster-Division Street,06-037-9033,AQS
6/28/2004,35,,Lancaster-Division Street,06-037-9033,AQS
6/29/2004,24,,Lancaster-Division Street,06-037-9033,AQS
6/30/2004,22,,Lancaster-Division Street,06-037-9033,AQS
7/1/2004,29,,Lancaster-Division Street,06-037-9033,AQS
7/2/2004,31,,Lancaster-Division Street,06-037-9033,AQS
